1324,1,2000-04-07,99.3
1326,1,2000-09-09,95.08
1357,1,2000-10-01,90.18
1377,1,2000-10-24,99.21
1403,1,2000-06-26,95.99
1420,1,2000-07-18,98.2
1441,1,2000-02-10,98.15
1442,1,2000-07-27,91.36
1451,1,2000-09-13,97.19
1462,1,2000-03-25,92.75
1463,1,2000-12-09,92.47
1482,1,2000-02-04,91.66
1488,1,2000-06-14,93.67
1507,1,2000-07-26,99.03
1517,1,2000-12-04,99.86
1534,1,2000-09-06,92.03
1535,1,2000-07-20,99.44
1556,1,2000-11-14,94.27
1578,1,2000-08-27,96.0
1591,1,2000-01-10,93.2
1609,1,2000-05-23,95.53
1621,1,2000-02-03,90.35
1645,1,2000-11-17,97.88
1650,1,2000-09-10,90.52
1686,1,2000-08-03,98.69
1698,1,2000-10-18,97.19
1747,1,2000-11-20,96.88
1748,1,2000-03-06,98.65
1764,1,2000-04-15,90.46
1788,1,2000-06-06,94.45
1791,1,2000-11-02,94.57
1812,1,2000-06-05,98.73
1839,1,2000-11-29,92.39
1861,1,2000-01-23,95.45
1865,1,2000-08-13,98.23
1875,1,2000-03-11,96.83
1890,1,2000-08-24,96.85
1895,1,2000-03-04,90.97
1903,1,2000-06-02,92.95
1909,1,2000-09-07,97.13
1914,1,2000-05-03,92.15
1918,1,2000-07-15,90.41
1930,1,2000-04-04,98.7
1935,1,2000-11-01,98.94
1937,1,2000-09-16,94.58
1942,1,2000-03-29,99.82
1981,1,2000-08-03,94.98
1986,1,2000-03-28,90.88
2009,1,2000-02-25,98.09
2012,1,2000-03-24,99.13
2028,1,2000-10-30,98.13
2042,1,2000-11-23,99.62
2044,1,2000-06-20,93.77
2046,1,2000-02-25,95.53
2071,1,2000-01-28,91.11
2072,1,2000-04-30,91.81
2077,1,2000-01-16,94.22
2083,1,2000-03-27,92.54
2087,1,2000-11-28,94.39
2090,1,2000-12-17,91.02
2097,1,2000-01-04,96.18
2110,1,2000-05-20,94.47
2111,1,2000-07-25,99.73
2134,1,2000-05-31,94.3
2140,1,2000-10-25,91.71
2147,1,2000-04-27,94.5
2148,1,2000-10-02,94.38
2157,1,2000-04-30,98.44
2161,1,2000-08-29,98.2
2173,1,2000-05-16,90.11
2177,1,2000-10-17,97.06
2184,1,2000-12-26,95.63
2189,1,2000-01-08,97.07
2193,1,2000-02-11,93.07
2200,1,2000-10-22,97.58
2212,1,2000-04-20,92.34
2226,1,2000-11-15,97.89
2230,1,2000-08-17,96.78
2234,1,2000-11-03,91.59
2246,1,2000-12-17,94.36
2263,1,2000-05-14,92.12
2279,1,2000-09-04,90.2
2315,1,2000-12-08,94.91
2322,1,2000-03-09,91.66
2341,1,2000-06-21,96.66
2352,1,2000-01-03,96.35
2355,1,2000-09-14,92.9
2369,1,2000-04-25,95.16
2374,1,2000-05-19,90.7
2386,1,2000-04-27,93.32
2400,1,2000-06-07,99.68
2407,1,2000-05-18,94.01
2408,1,2000-07-23,98.26
2420,1,2000-09-10,99.32
2443,1,2000-07-08,95.13
2445,1,2000-01-25,93.83
2450,1,2000-02-07,98.34
2452,1,2000-08-22,92.77
2485,1,2000-05-10,96.6
2486,1,2000-10-04,90.33
2492,1,2000-01-13,90.95
2498,1,2000-04-21,90.4
2503,1,2000-11-13,90.07
2522,1,2000-09-30,95.05
2524,1,2000-10-11,92.96
2556,1,2000-10-08,97.03
2561,1,2000-11-21,98.3
2568,1,2000-07-10,91.58
2579,1,2000-09-12,94.87
2581,1,2000-01-09,93.0
2589,1,2000-09-23,96.35
2603,1,2000-08-21,97.57
2609,1,2000-08-31,95.79
2611,1,2000-01-14,93.36
2626,1,2000-08-11,97.29
2639,1,2000-11-14,93.86
2642,1,2000-03-27,90.82
2655,1,2000-02-04,95.62
2667,1,2000-10-22,93.96
2676,1,2000-08-10,95.58
2690,1,2000-10-28,92.67
2698,1,2000-04-28,94.73
2699,1,2000-10-06,98.18
2704,1,2000-02-14,99.78
2708,1,2000-10-14,98.71
2709,1,2000-07-28,91.47
2721,1,2000-05-25,90.04
2729,1,2000-10-14,97.99
2732,1,2000-11-15,99.89
2752,1,2000-11-29,92.23
2756,1,2000-11-01,91.06
2772,1,2000-04-18,90.26
2779,1,2000-06-04,99.32
2781,1,2000-04-07,93.72
2785,1,2000-06-19,98.06
2830,1,2000-08-15,92.21
2831,1,2000-09-27,93.98
2837,1,2000-07-03,93.44
2838,1,2000-02-27,98.0
2847,1,2000-06-14,96.62
2854,1,2000-06-22,91.33
2855,1,2000-02-20,94.69
2863,1,2000-11-14,93.81
2873,1,2000-07-09,94.17
2898,1,2000-01-19,96.65
2910,1,2000-07-21,90.15
2919,1,2000-01-15,98.8
2926,1,2000-06-30,99.53
2933,1,2000-06-23,96.38
2946,1,2000-10-18,96.31
2972,1,2000-10-28,98.16
2974,1,2000-09-14,93.36
2975,1,2000-07-20,95.35
2977,1,2000-03-24,99.62
2981,1,2000-07-12,99.53
2982,1,2000-05-22,96.55
2985,1,2000-05-20,95.68
3034,1,2000-06-03,97.54
3042,1,2000-09-14,92.13
3048,1,2000-11-20,91.76
3060,1,2000-04-08,93.31
3062,1,2000-11-20,96.26
3069,1,2000-05-12,97.58
3071,1,2000-10-22,93.42
3075,1,2000-02-02,98.44
3084,1,2000-02-12,95.63
3087,1,2000-08-11,95.7
3117,1,2000-04-24,97.9
3128,1,2000-05-16,95.55
3157,1,2000-07-29,98.24
3158,1,2000-03-08,97.27
3181,1,2000-02-06,99.2
3185,1,2000-01-07,96.17
3186,1,2000-10-03,90.62
3200,1,2000-04-01,96.26
3225,1,2000-08-13,91.06
3250,1,2000-03-24,92.75
3251,1,2000-12-14,98.57
3257,1,2000-03-26,92.06
3269,1,2000-11-20,96.06
3278,1,2000-11-03,93.34
3295,1,2000-04-18,90.18
3299,1,2000-05-27,96.0
3313,1,2000-02-26,98.38
3325,1,2000-10-13,94.77
3352,1,2000-06-21,98.41
3367,1,2000-04-24,93.61
3370,1,2000-05-14,94.06
3372,1,2000-02-03,91.75
3382,1,2000-10-06,93.99
3397,1,2000-06-21,94.6
3399,1,2000-08-14,97.46
3419,1,2000-09-01,95.78
3421,1,2000-10-23,96.97
3426,1,2000-11-29,95.71
3438,1,2000-06-01,96.96
3452,1,2000-09-19,94.97
3456,1,2000-05-16,91.07
3467,1,2000-03-12,95.43
3480,1,2000-10-04,97.5
3483,1,2000-02-06,94.1
3496,1,2000-08-16,91.36
3498,1,2000-05-27,94.44
3500,1,2000-01-05,94.01
3502,1,2000-06-28,96.85
3503,1,2000-05-14,93.53
3506,1,2000-05-09,96.76
3507,1,2000-10-09,96.07
3513,1,2000-08-02,93.83
3521,1,2000-04-04,91.3
3525,1,2000-03-11,93.15
3528,1,2000-03-06,96.99
3537,1,2000-11-20,94.08
3541,1,2000-03-06,91.11
3546,1,2000-06-16,92.73
3552,1,2000-04-08,90.47
3557,1,2000-08-30,99.52
3558,1,2000-12-26,94.78
3574,1,2000-10-22,91.24
3575,1,2000-02-20,94.74
3585,1,2000-01-17,96.69
3606,1,2000-11-27,91.2
3642,1,2000-12-19,93.47
3652,1,2000-09-07,98.13
3665,1,2000-02-15,98.99
3666,1,2000-07-29,90.7
3668,1,2000-03-11,98.91
3678,1,2000-03-16,99.06
3696,1,2000-09-06,91.21
3710,1,2000-04-17,93.74
3717,1,2000-06-22,93.08
3722,1,2000-05-31,99.0
3729,1,2000-09-16,97.88
3734,1,2000-06-02,96.8
3735,1,2000-07-28,97.16
3743,1,2000-11-17,98.39
3747,1,2000-12-21,95.88
3750,1,2000-04-25,96.07
3761,1,2000-07-23,92.6
3762,1,2000-12-12,96.73
3778,1,2000-01-07,96.45
3779,1,2000-10-06,93.58
3790,1,2000-06-28,96.99
3791,1,2000-05-15,94.47
3794,1,2000-08-07,96.26
3812,1,2000-05-02,93.57
3815,1,2000-09-18,95.22
3832,1,2000-08-23,97.99
3839,1,2000-11-12,93.35
3856,1,2000-09-26,96.63
3878,1,2000-09-17,96.69
3888,1,2000-11-27,92.35
3894,1,2000-07-25,99.21
3896,1,2000-12-30,91.07
3900,1,2000-04-21,94.52
3923,1,2000-11-20,98.47
3928,1,2000-04-05,90.6
3962,1,2000-09-26,94.09
3965,1,2000-12-14,93.68
3971,1,2000-07-18,95.45
3988,1,2000-12-27,94.59
3989,1,2000-10-03,94.45
4015,1,2000-03-20,95.19
4017,1,2000-12-24,93.9
4018,1,2000-09-29,91.65
4019,1,2000-05-05,96.3
4034,1,2000-11-20,99.27
4049,1,2000-01-19,99.25
4054,1,2000-10-29,99.54
4056,1,2000-11-12,93.13
4069,1,2000-04-27,99.38
4074,1,2000-08-09,92.46
4080,1,2000-01-02,97.67
4091,1,2000-01-18,91.73
4100,1,2000-11-13,99.81
4101,1,2000-05-19,91.74
4106,1,2000-04-20,96.49
4132,1,2000-08-23,97.21
4137,1,2000-06-27,98.34
4139,1,2000-03-03,93.67
4148,1,2000-09-24,97.68
4162,1,2000-04-03,97.28
4171,1,2000-04-12,91.27
4184,1,2000-09-10,90.57
4191,1,2000-07-11,98.36
4196,1,2000-04-07,97.49
4208,1,2000-04-18,99.74
4216,1,2000-04-07,99.6
4217,1,2000-03-05,90.05
4232,1,2000-09-15,91.3
4245,1,2000-10-09,91.54
4274,1,2000-08-30,95.96
4306,1,2000-12-26,91.78
4316,1,2000-10-07,98.01
4318,1,2000-05-31,95.65
4324,1,2000-08-25,95.41
4329,1,2000-08-17,94.49
4347,1,2000-01-11,98.95
4384,1,2000-05-06,98.26
4386,1,2000-06-05,92.15
4392,1,2000-12-09,91.8
4394,1,2000-01-10,94.07
4402,1,2000-09-29,96.79
4405,1,2000-11-30,96.71
4430,1,2000-01-28,90.8
4432,1,2000-04-15,90.49
4439,1,2000-05-08,99.66
4441,1,2000-05-15,97.53
4454,1,2000-09-08,91.23
4462,1,2000-08-29,93.12
4470,1,2000-07-02,98.42
4474,1,2000-08-01,92.14
4478,1,2000-04-25,94.26
4485,1,2000-06-22,93.6
4507,1,2000-11-04,90.9
4518,1,2000-07-24,94.15
4537,1,2000-02-16,91.97
4541,1,2000-08-22,98.06
4542,1,2000-12-23,95.29
4549,1,2000-05-08,99.09
4554,1,2000-10-17,96.27
4560,1,2000-06-06,97.59
4561,1,2000-07-31,98.55
4562,1,2000-03-06,94.15
4576,1,2000-09-04,98.96
4588,1,2000-05-22,93.77
4595,1,2000-08-30,91.99
4601,1,2000-03-07,92.92
4617,1,2000-11-28,90.17
4632,1,2000-05-01,94.86
4646,1,2000-10-06,94.76
4655,1,2000-08-05,97.99
4666,1,2000-03-29,95.44
4684,1,2000-06-14,98.59
4688,1,2000-01-02,97.46
4692,1,2000-07-16,91.44
4698,1,2000-03-07,90.93
4707,1,2000-06-29,99.86
4746,1,2000-05-30,91.6
4747,1,2000-05-04,96.35
4763,1,2000-03-23,96.88
4764,1,2000-03-02,93.2
4765,1,2000-02-27,98.94
4777,1,2000-09-09,98.82
4797,1,2000-08-21,98.49
4802,1,2000-09-16,90.46
4805,1,2000-06-12,98.38
4806,1,2000-07-28,91.8
4808,1,2000-05-01,90.55
4809,1,2000-07-11,91.5
4821,1,2000-05-08,94.26
4823,1,2000-04-01,92.71
4835,1,2000-10-18,91.04
4842,1,2000-11-22,99.34
4860,1,2000-09-27,96.16
4874,1,2000-03-22,94.1
4881,1,2000-10-20,95.9
4892,1,2000-03-13,96.62
4908,1,2000-06-24,90.04
4911,1,2000-01-13,97.48
4912,1,2000-10-07,92.08
4922,1,2000-09-14,98.65
4932,1,2000-03-20,90.74
4957,1,2000-05-03,93.31
4964,1,2000-06-12,90.41
4980,1,2000-05-26,95.68
4982,1,2000-06-01,98.85
4994,1,2000-08-25,96.98
4999,1,2000-10-28,91.14
5037,1,2000-06-30,96.3
5039,1,2000-08-13,93.64
5051,1,2000-11-14,99.65
5062,1,2000-03-31,90.82
5067,1,2000-12-16,97.24
5068,1,2000-12-24,98.86
5098,1,2000-10-19,91.57
5102,1,2000-12-16,91.56
5107,1,2000-09-13,93.44
5109,1,2000-05-29,98.7
5114,1,2000-10-29,93.63
5120,1,2000-10-28,90.01
5124,1,2000-09-28,99.98
5137,1,2000-02-07,91.52
5140,1,2000-12-30,97.49
5157,1,2000-09-03,92.78
5168,1,2000-01-01,93.99
5171,1,2000-01-28,92.21
5175,1,2000-05-20,90.39
5193,1,2000-10-21,90.53
5195,1,2000-08-31,95.53
5196,1,2000-10-09,99.66
5221,1,2000-07-26,90.9
5228,1,2000-09-26,97.75
5256,1,2000-08-05,92.09
5278,1,2000-03-24,99.7
5286,1,2000-09-22,97.15
5299,1,2000-02-23,94.29
5325,1,2000-05-26,95.21
5326,1,2000-07-23,94.78
5344,1,2000-02-29,95.93
5350,1,2000-02-15,95.11
5354,1,2000-02-10,94.15
5359,1,2000-02-10,97.46
5385,1,2000-10-06,99.94
5388,1,2000-04-13,93.27
5407,1,2000-04-14,92.0
5408,1,2000-09-28,96.46
5419,1,2000-06-11,98.67
5421,1,2000-06-04,99.01
5426,1,2000-11-24,98.31
5437,1,2000-07-30,91.81
5476,1,2000-11-05,95.0
5485,1,2000-03-16,94.75
5487,1,2000-06-12,94.78
5508,1,2000-07-07,97.81
5511,1,2000-07-14,97.37
5533,1,2000-09-22,94.18
5549,1,2000-01-29,99.61
5551,1,2000-06-06,96.28
5567,1,2000-07-19,98.69
5582,1,2000-04-30,93.1
5591,1,2000-10-30,93.06
5592,1,2000-02-27,99.62
5595,1,2000-11-25,94.32
5626,1,2000-03-22,97.08
5645,1,2000-10-28,98.22
5661,1,2000-02-03,98.14
5664,1,2000-09-03,95.35
5674,1,2000-04-28,92.23
5687,1,2000-02-08,91.65
5690,1,2000-04-18,94.85
5703,1,2000-05-06,97.56
5710,1,2000-08-05,98.47
5720,1,2000-09-21,94.17
5731,1,2000-08-27,96.91
5752,1,2000-03-14,96.41
5761,1,2000-05-29,93.75
5765,1,2000-03-19,92.13
5806,1,2000-09-26,95.63
5807,1,2000-07-26,97.87
5808,1,2000-03-08,98.97
5809,1,2000-05-23,99.54
5827,1,2000-11-14,94.42
5831,1,2000-11-27,97.01
5845,1,2000-06-17,90.99
5847,1,2000-01-22,95.42
5866,1,2000-08-20,90.66
5868,1,2000-01-04,92.37
5887,1,2000-04-01,93.61
5903,1,2000-07-14,92.38
5906,1,2000-04-26,99.22
5911,1,2000-02-21,92.77
5927,1,2000-03-23,97.35
5936,1,2000-09-30,93.16
5990,1,2000-07-07,99.98
5999,1,2000-03-06,93.51
6020,1,2000-01-07,92.3
6029,1,2000-11-18,90.5
6038,1,2000-11-04,91.21
6042,1,2000-07-03,95.03
6049,1,2000-05-01,94.48
6060,1,2000-12-06,96.25
6065,1,2000-02-26,98.22
6072,1,2000-11-05,93.73
6073,1,2000-02-22,90.97
6075,1,2000-11-22,93.15
6088,1,2000-04-09,97.34
6107,1,2000-05-17,96.6
6109,1,2000-12-12,91.87
6110,1,2000-09-28,95.56
6119,1,2000-05-28,99.38
6125,1,2000-01-26,95.2
6137,1,2000-04-21,97.25
6160,1,2000-07-23,96.65
6169,1,2000-04-11,92.14
6176,1,2000-07-03,98.55
6178,1,2000-03-31,95.66
6200,1,2000-10-18,91.38
6202,1,2000-01-22,94.74
6203,1,2000-07-24,97.14
6204,1,2000-03-02,93.1
6205,1,2000-02-23,94.56
6219,1,2000-02-08,97.19
6232,1,2000-08-22,98.71
6242,1,2000-01-27,99.17
6248,1,2000-07-01,99.75
6251,1,2000-11-06,98.85
6287,1,2000-04-23,97.74
6293,1,2000-09-22,96.87
6301,1,2000-09-02,90.08
6309,1,2000-01-13,93.91
6319,1,2000-08-02,94.29
6320,1,2000-12-13,93.01
6348,1,2000-03-03,94.64
6363,1,2000-03-24,99.96
6371,1,2000-12-19,91.74
6377,1,2000-01-24,98.2
6398,1,2000-08-29,92.75
6400,1,2000-06-26,96.42
6401,1,2000-05-11,90.94
6406,1,2000-10-19,96.21
6419,1,2000-10-09,97.22
6436,1,2000-04-10,91.91
6439,1,2000-04-03,92.24
6457,1,2000-04-28,93.43
6486,1,2000-05-30,91.75
6488,1,2000-12-28,93.67
6490,1,2000-05-31,95.78
6499,1,2000-08-25,94.08
6500,1,2000-10-02,94.89
6505,1,2000-03-30,97.3
6508,1,2000-06-19,90.87
6513,1,2000-09-28,96.43
6526,1,2000-07-16,95.69
6527,1,2000-02-29,94.63
6540,1,2000-09-15,99.97
6550,1,2000-08-02,92.07
6559,1,2000-01-29,99.61
6561,1,2000-06-08,97.71
6562,1,2000-07-30,96.05
6564,1,2000-01-27,99.93
6566,1,2000-02-17,97.58
6569,1,2000-08-27,98.64
6587,1,2000-11-14,94.3
6594,1,2000-08-07,95.45
6595,1,2000-12-18,96.35
6597,1,2000-10-26,95.35
6623,1,2000-08-10,97.3
6655,1,2000-06-25,96.76
6666,1,2000-01-14,94.64
6684,1,2000-09-22,94.6
6685,1,2000-07-19,90.99
6689,1,2000-10-01,99.58
6691,1,2000-12-16,92.88
6693,1,2000-10-17,93.79
6699,1,2000-04-29,96.39
6712,1,2000-02-10,94.34
6727,1,2000-08-25,98.27
6764,1,2000-01-23,98.95
6780,1,2000-04-10,92.85
6821,1,2000-09-30,92.66
6865,1,2000-09-19,97.19
6868,1,2000-07-30,94.25
6904,1,2000-04-17,91.77
6924,1,2000-03-27,95.88
6940,1,2000-11-18,95.04
6953,1,2000-10-26,96.72
6954,1,2000-05-17,97.91
6979,1,2000-10-08,93.82
6995,1,2000-11-14,94.98
7005,1,2000-04-05,99.39
7006,1,2000-03-08,94.19
7007,1,2000-02-26,95.04
7018,1,2000-01-13,94.03
7026,1,2000-08-26,96.35
7028,1,2000-06-09,98.28
7038,1,2000-04-22,94.59
7040,1,2000-06-30,94.1
7047,1,2000-11-14,93.87
7055,1,2000-11-07,96.47
7077,1,2000-06-27,99.33
7089,1,2000-09-18,98.29
7099,1,2000-12-06,91.66
7108,1,2000-01-27,98.63
7116,1,2000-05-04,99.53
7123,1,2000-12-08,92.41
7129,1,2000-04-21,93.9
7135,1,2000-11-16,97.8
7152,1,2000-04-05,98.66
7162,1,2000-10-12,92.64
7179,1,2000-04-12,94.09
7183,1,2000-12-06,99.18
7204,1,2000-03-21,93.85
7206,1,2000-07-31,90.87
7213,1,2000-01-04,95.9
7214,1,2000-10-07,96.29
7216,1,2000-10-15,95.66
7220,1,2000-11-18,96.57
7221,1,2000-03-05,98.96
7230,1,2000-12-17,96.43
7232,1,2000-01-24,99.84
7236,1,2000-02-08,91.19
7247,1,2000-09-08,91.05
7264,1,2000-07-31,92.12
7268,1,2000-06-24,97.82
7288,1,2000-09-11,91.84
7292,1,2000-06-16,93.88
7334,1,2000-07-16,97.78
7345,1,2000-11-29,96.24
7358,1,2000-04-21,95.73
7366,1,2000-11-23,99.38
7388,1,2000-01-28,98.87
7395,1,2000-03-09,93.11
7406,1,2000-04-22,91.35
7418,1,2000-03-15,92.64
7421,1,2000-06-04,97.12
7422,1,2000-07-30,97.96
7440,1,2000-05-31,97.93
7452,1,2000-01-21,93.25
7457,1,2000-12-26,96.37
7476,1,2000-11-15,92.18
7479,1,2000-01-31,95.64
7489,1,2000-05-20,92.86
7502,1,2000-07-21,94.79
7508,1,2000-10-28,91.86
7511,1,2000-06-19,97.54
7513,1,2000-11-13,97.27
7516,1,2000-05-11,91.63
7523,1,2000-08-21,98.79
7528,1,2000-04-24,96.27
7532,1,2000-12-09,91.4
7533,1,2000-09-29,99.34
7543,1,2000-05-31,98.27
7562,1,2000-11-20,99.01
7564,1,2000-06-20,94.49
7566,1,2000-11-01,90.91
7589,1,2000-11-26,93.63
7599,1,2000-03-28,93.27
7600,1,2000-12-11,93.98
7614,1,2000-05-17,96.53
7629,1,2000-04-18,96.91
7654,1,2000-02-25,99.77
7666,1,2000-05-27,92.54
7674,1,2000-03-12,96.97
7681,1,2000-01-04,99.98
7688,1,2000-03-30,97.88
7698,1,2000-12-10,94.34
7701,1,2000-05-18,96.54
7704,1,2000-05-23,93.77
7709,1,2000-10-09,91.22
7713,1,2000-11-01,94.92
7730,1,2000-02-04,98.96
7739,1,2000-03-12,92.04
7748,1,2000-10-02,99.1
7759,1,2000-11-11,99.66
7760,1,2000-05-22,95.67
7782,1,2000-06-23,94.24
7787,1,2000-10-30,94.52
7792,1,2000-09-05,99.41
7842,1,2000-04-02,93.52
7848,1,2000-11-08,96.05
7852,1,2000-12-06,90.57
7853,1,2000-09-22,91.52
7856,1,2000-05-10,97.5
7881,1,2000-02-06,96.64
7889,1,2000-09-15,93.37
7890,1,2000-07-17,92.21
7892,1,2000-08-27,92.42
7896,1,2000-06-04,90.28
7921,1,2000-03-05,93.89
7938,1,2000-05-22,96.47
7944,1,2000-03-14,97.29
7954,1,2000-12-02,99.18
7955,1,2000-03-11,98.96
7958,1,2000-10-26,91.72
7979,1,2000-11-25,95.12
7985,1,2000-11-23,96.08
7990,1,2000-04-01,95.5
8001,1,2000-11-01,96.46
8022,1,2000-06-06,94.17
8032,1,2000-08-30,98.01
8046,1,2000-03-25,92.2
8062,1,2000-01-08,95.08
8097,1,2000-01-23,90.43
8098,1,2000-05-01,95.46
8099,1,2000-10-09,99.92
8116,1,2000-06-27,96.2
8150,1,2000-02-08,92.92
8153,1,2000-02-25,99.36
8155,1,2000-05-03,96.95
8165,1,2000-01-22,90.23
8166,1,2000-05-02,97.17
8178,1,2000-03-16,99.29
8192,1,2000-12-05,93.79
8208,1,2000-08-19,93.18
8209,1,2000-10-02,98.34
8221,1,2000-05-23,99.2
8222,1,2000-10-12,93.07
8224,1,2000-11-05,97.74
8228,1,2000-11-14,97.62
8230,1,2000-03-22,90.74
8272,1,2000-03-13,97.38
8289,1,2000-09-11,96.37
8298,1,2000-04-12,97.26
8304,1,2000-01-03,90.62
8308,1,2000-01-29,93.15
8318,1,2000-04-13,99.94
8323,1,2000-12-18,96.02
8337,1,2000-04-03,99.52
8339,1,2000-08-15,96.5
8367,1,2000-08-13,98.12
8391,1,2000-04-12,90.06
8398,1,2000-04-06,99.52
8399,1,2000-03-08,94.34
8400,1,2000-02-28,96.77
8404,1,2000-02-05,99.49
8415,1,2000-11-28,93.86
8428,1,2000-06-29,92.89
8430,1,2000-08-09,97.44
8432,1,2000-08-11,99.84
8435,1,2000-07-02,96.37
8444,1,2000-05-14,97.14
8448,1,2000-12-06,98.62
8455,1,2000-11-04,90.17
8476,1,2000-10-21,94.8
8478,1,2000-11-02,91.99
8489,1,2000-01-24,91.43
8491,1,2000-09-06,92.5
8501,1,2000-01-19,96.7
8503,1,2000-07-01,96.87
8505,1,2000-02-01,95.64
8512,1,2000-08-15,94.85
8519,1,2000-11-15,96.75
8523,1,2000-12-28,90.3
8524,1,2000-07-14,97.05
8528,1,2000-06-15,96.71
8531,1,2000-01-29,99.64
8533,1,2000-06-03,92.35
8534,1,2000-05-06,96.73
8539,1,2000-04-21,96.08
8576,1,2000-09-13,99.65
8580,1,2000-09-12,96.72
8583,1,2000-08-14,97.55
8596,1,2000-08-15,99.64
8603,1,2000-08-23,99.74
8610,1,2000-11-04,90.9
8623,1,2000-09-24,99.24
8629,1,2000-03-16,96.56
8631,1,2000-01-24,91.06
8634,1,2000-11-14,95.75
8635,1,2000-03-02,96.71
8646,1,2000-04-28,96.27
8654,1,2000-03-28,95.26
8657,1,2000-04-16,98.6
8660,1,2000-03-28,92.65
8673,1,2000-11-22,97.12
8674,1,2000-03-04,95.88
8677,1,2000-06-12,93.55
8680,1,2000-02-24,97.68
8682,1,2000-12-08,94.87
8697,1,2000-11-21,95.27
8701,1,2000-07-06,99.99
8708,1,2000-10-31,96.51
8724,1,2000-11-18,91.59
8727,1,2000-02-27,90.81
8733,1,2000-01-25,96.64
8750,1,2000-05-28,96.71
8754,1,2000-03-01,94.36
8761,1,2000-11-18,96.96
8763,1,2000-10-31,90.83
8765,1,2000-04-15,99.75
8772,1,2000-07-20,94.88
8793,1,2000-06-21,97.41
8805,1,2000-01-11,97.35
8806,1,2000-10-11,97.32
8820,1,2000-04-10,96.06
8842,1,2000-11-03,96.83
8844,1,2000-05-19,91.38
8877,1,2000-02-14,97.39
8887,1,2000-09-30,98.35
8892,1,2000-11-29,97.16
8906,1,2000-03-02,95.44
8909,1,2000-05-19,96.25
8939,1,2000-07-25,98.29
8943,1,2000-09-30,92.51
8968,1,2000-05-31,99.25
8989,1,2000-10-05,98.34
9000,1,2000-06-30,90.83
9002,1,2000-07-02,92.04
9010,1,2000-09-14,93.26
9011,1,2000-07-17,92.04
9021,1,2000-04-28,95.71
9024,1,2000-12-02,98.61
9031,1,2000-01-10,95.7
9048,1,2000-11-06,94.07
