967,2000-01-29,94.12,1
983,2000-02-23,92.21,1
987,2000-05-23,99.53,1
988,2000-10-17,99.0,1
1001,2000-06-20,93.49,1
1004,2000-01-09,94.61,1
1048,2000-06-02,94.43,1
1053,2000-02-12,97.71,1
1059,2000-12-09,91.38,1
1060,2000-09-28,97.53,1
1075,2000-03-29,96.43,1
1079,2000-11-04,92.05,1
1085,2000-08-16,90.95,1
1124,2000-01-03,97.71,1
1130,2000-11-26,91.67,1
1162,2000-03-24,92.93,1
1163,2000-12-15,99.97,1
1165,2000-10-10,98.53,1
1167,2000-06-02,97.51,1
1170,2000-10-11,98.06,1
1183,2000-07-31,92.26,1
1194,2000-04-29,91.6,1
1221,2000-03-12,99.98,1
1223,2000-01-06,93.2,1
1231,2000-04-03,95.23,1
1236,2000-12-15,90.26,1
1277,2000-09-11,93.57,1
1285,2000-08-08,94.37,1
1287,2000-10-24,94.96,1
1309,2000-05-17,98.19,1
1310,2000-10-12,96.49,1
1319,2000-09-08,97.49,1
1327,2000-05-02,90.74,1
1328,2000-07-13,93.97,1
1341,2000-11-10,90.35,1
1342,2000-12-05,94.15,1
1344,2000-01-15,92.68,1
1350,2000-10-02,96.28,1
1354,2000-01-07,92.9,1
1385,2000-01-31,94.49,1
1388,2000-07-08,92.94,1
1394,2000-09-02,95.98,1
1410,2000-02-17,90.5,1
1411,2000-02-19,96.21,1
1415,2000-08-26,90.49,1
1417,2000-11-04,90.58,1
1438,2000-09-15,98.92,1
1445,2000-08-20,95.6,1
1449,2000-08-09,96.21,1
1460,2000-10-21,97.59,1
1474,2000-03-12,92.46,1
1490,2000-11-16,96.32,1
1512,2000-08-25,91.95,1
1515,2000-03-16,94.48,1
1520,2000-07-02,94.31,1
1526,2000-04-25,92.31,1
1544,2000-01-30,93.24,1
1559,2000-04-09,99.37,1
1565,2000-11-24,90.91,1
1582,2000-01-17,92.33,1
1607,2000-12-28,94.47,1
1614,2000-01-14,92.89,1
1632,2000-02-17,92.72,1
1634,2000-06-10,90.36,1
1647,2000-12-18,93.23,1
1655,2000-04-22,92.36,1
1669,2000-06-24,94.81,1
1673,2000-03-15,98.14,1
1679,2000-09-01,91.07,1
1682,2000-10-12,90.86,1
1688,2000-11-16,97.22,1
1705,2000-08-26,98.41,1
1707,2000-04-18,98.41,1
1723,2000-10-07,90.38,1
1741,2000-01-10,97.28,1
1746,2000-04-21,95.73,1
1764,2000-06-29,91.98,1
1767,2000-11-04,90.19,1
1791,2000-12-09,92.1,1
1813,2000-01-13,95.7,1
1824,2000-06-05,93.92,1
1842,2000-04-20,97.19,1
1852,2000-08-21,96.5,1
1858,2000-11-24,92.67,1
1864,2000-11-09,98.34,1
1873,2000-04-23,96.7,1
1875,2000-05-08,91.9,1
1876,2000-07-17,95.51,1
1891,2000-05-01,93.9,1
1896,2000-12-27,92.14,1
1898,2000-03-29,91.92,1
1905,2000-03-12,95.6,1
1910,2000-07-05,99.92,1
1935,2000-08-29,97.63,1
1941,2000-01-18,95.35,1
1950,2000-06-10,90.95,1
1959,2000-07-06,92.68,1
1975,2000-10-17,97.73,1
1977,2000-05-03,99.3,1
1983,2000-04-19,90.69,1
1994,2000-01-28,97.51,1
1997,2000-12-21,96.94,1
2025,2000-09-12,99.68,1
2042,2000-09-16,99.54,1
2065,2000-08-11,98.3,1
2079,2000-08-26,99.69,1
2082,2000-11-30,97.52,1
2098,2000-11-13,95.49,1
2099,2000-03-02,97.85,1
2100,2000-05-21,99.73,1
2110,2000-08-25,91.27,1
2112,2000-10-12,93.39,1
2121,2000-10-26,90.36,1
2177,2000-03-15,92.01,1
2185,2000-11-02,94.85,1
2188,2000-02-08,92.66,1
2191,2000-11-15,98.2,1
2195,2000-11-21,93.04,1
2199,2000-03-30,96.48,1
2236,2000-02-15,97.83,1
2239,2000-08-31,98.11,1
2245,2000-05-10,94.46,1
2256,2000-07-08,99.94,1
2284,2000-04-12,93.05,1
2294,2000-11-14,94.18,1
2298,2000-02-28,90.95,1
2305,2000-05-23,97.39,1
2310,2000-02-05,94.49,1
2314,2000-07-09,99.45,1
2360,2000-03-18,95.36,1
2365,2000-03-21,94.82,1
2374,2000-06-08,94.97,1
2380,2000-03-09,94.33,1
2381,2000-02-25,92.9,1
2387,2000-07-20,98.28,1
2398,2000-11-27,98.32,1
2420,2000-12-29,97.56,1
2429,2000-10-18,90.08,1
2462,2000-08-03,94.56,1
2463,2000-12-15,94.72,1
2472,2000-10-23,95.23,1
2474,2000-11-04,93.93,1
2475,2000-02-27,97.36,1
2482,2000-09-18,91.04,1
2484,2000-02-22,90.9,1
2491,2000-02-05,91.79,1
2504,2000-06-04,93.66,1
2560,2000-07-18,95.99,1
2561,2000-02-28,92.66,1
2562,2000-02-24,96.63,1
2567,2000-02-11,96.42,1
2576,2000-12-29,98.87,1
2595,2000-04-15,90.39,1
2599,2000-03-21,95.08,1
2607,2000-12-21,90.16,1
2611,2000-04-16,92.26,1
2612,2000-09-27,93.98,1
2658,2000-01-19,96.81,1
2668,2000-02-02,91.72,1
2671,2000-07-10,99.6,1
2675,2000-07-08,95.98,1
2679,2000-04-15,90.06,1
2684,2000-07-30,93.4,1
2699,2000-03-13,94.86,1
2725,2000-02-02,93.67,1
2736,2000-11-27,96.94,1
2768,2000-03-25,93.12,1
2775,2000-03-31,90.44,1
2828,2000-03-16,91.2,1
2829,2000-12-09,96.92,1
2833,2000-03-08,93.82,1
2838,2000-11-06,98.31,1
2849,2000-11-09,90.39,1
2851,2000-03-07,90.61,1
2854,2000-09-24,96.67,1
2869,2000-11-07,99.91,1
2879,2000-02-21,92.33,1
2897,2000-01-05,94.57,1
2899,2000-12-11,92.77,1
2905,2000-09-15,93.59,1
2906,2000-07-21,96.37,1
2964,2000-12-03,98.33,1
2968,2000-08-05,99.83,1
2987,2000-10-16,99.9,1
2990,2000-04-19,99.1,1
2997,2000-06-06,95.42,1
3015,2000-11-14,99.74,1
3024,2000-07-25,94.21,1
3028,2000-01-10,97.04,1
3029,2000-10-08,95.09,1
3038,2000-11-13,95.33,1
3039,2000-02-26,91.24,1
3045,2000-07-15,98.05,1
3048,2000-09-05,93.01,1
3056,2000-01-01,95.05,1
3098,2000-08-09,92.22,1
3102,2000-08-29,96.17,1
3106,2000-10-30,91.44,1
3113,2000-06-16,92.25,1
3117,2000-09-15,94.7,1
3121,2000-07-30,93.63,1
3122,2000-12-11,92.66,1
3128,2000-02-26,95.97,1
3152,2000-01-03,96.34,1
3169,2000-09-19,92.64,1
3172,2000-01-06,98.88,1
3181,2000-08-09,92.08,1
3186,2000-01-18,99.02,1
3199,2000-07-07,90.83,1
3204,2000-03-06,93.08,1
3220,2000-11-02,93.6,1
3221,2000-02-28,98.77,1
3246,2000-12-08,90.08,1
3248,2000-08-22,98.07,1
3249,2000-12-23,96.05,1
3258,2000-08-22,97.57,1
3263,2000-07-13,95.22,1
3264,2000-02-29,96.15,1
3272,2000-05-14,99.13,1
3281,2000-01-19,98.9,1
3282,2000-10-15,98.06,1
3291,2000-11-21,92.3,1
3292,2000-12-08,92.05,1
3305,2000-11-16,99.5,1
3314,2000-09-18,94.14,1
3315,2000-07-21,95.25,1
3318,2000-12-18,94.9,1
3320,2000-06-03,93.87,1
3326,2000-04-07,93.94,1
3337,2000-12-14,96.88,1
3360,2000-03-27,92.62,1
3371,2000-11-24,91.37,1
3381,2000-10-26,93.3,1
3406,2000-07-21,93.13,1
3411,2000-06-28,95.29,1
3417,2000-01-09,91.05,1
3421,2000-02-14,93.67,1
3426,2000-02-25,98.79,1
3452,2000-01-19,99.93,1
3461,2000-04-06,98.03,1
3466,2000-08-08,99.15,1
3488,2000-11-21,90.61,1
3503,2000-12-22,92.42,1
3519,2000-06-03,93.09,1
3523,2000-11-26,93.92,1
3530,2000-06-22,91.81,1
3537,2000-05-18,99.69,1
3581,2000-02-26,95.58,1
3584,2000-03-12,92.25,1
3589,2000-10-05,95.69,1
3594,2000-03-30,98.39,1
3595,2000-03-09,98.2,1
3601,2000-11-06,91.14,1
3609,2000-10-18,93.39,1
3624,2000-09-22,90.24,1
3625,2000-05-01,95.04,1
3626,2000-10-03,93.52,1
3653,2000-09-23,94.14,1
3658,2000-01-22,94.64,1
3659,2000-07-21,93.98,1
3661,2000-08-07,98.56,1
3663,2000-12-27,92.84,1
3670,2000-02-28,99.73,1
3681,2000-07-01,96.1,1
3694,2000-03-08,90.95,1
3698,2000-02-27,93.07,1
3704,2000-03-12,94.37,1
3712,2000-04-02,98.97,1
3713,2000-03-11,99.05,1
3714,2000-05-17,91.35,1
3749,2000-09-14,90.17,1
3759,2000-05-09,90.64,1
3780,2000-05-19,94.81,1
3789,2000-01-17,92.36,1
3792,2000-06-28,94.81,1
3799,2000-07-27,95.51,1
3801,2000-01-25,97.56,1
3832,2000-09-21,98.53,1
3841,2000-03-03,96.74,1
3847,2000-07-30,93.93,1
3848,2000-12-15,97.24,1
3908,2000-01-13,92.46,1
3913,2000-06-01,99.47,1
3931,2000-04-16,98.76,1
3946,2000-06-23,97.2,1
3965,2000-09-23,98.09,1
3968,2000-05-14,94.0,1
4017,2000-05-31,96.46,1
4018,2000-07-28,98.11,1
4019,2000-03-06,95.96,1
4052,2000-11-18,90.74,1
4054,2000-10-23,98.01,1
4074,2000-01-27,93.45,1
4080,2000-05-12,98.83,1
4084,2000-09-13,96.84,1
4093,2000-02-11,94.99,1
4104,2000-03-17,97.32,1
4116,2000-12-30,99.61,1
4117,2000-12-25,93.25,1
4119,2000-08-20,92.21,1
4140,2000-11-07,90.81,1
4147,2000-06-01,96.28,1
4148,2000-07-24,92.72,1
4149,2000-12-11,95.14,1
4198,2000-01-09,99.1,1
4200,2000-09-03,97.65,1
4209,2000-11-04,90.92,1
4218,2000-11-01,97.52,1
4227,2000-12-25,93.67,1
4230,2000-08-21,98.4,1
4234,2000-10-15,92.72,1
4260,2000-04-27,99.73,1
4273,2000-08-23,99.24,1
4291,2000-12-11,95.29,1
4293,2000-01-18,94.91,1
4311,2000-06-02,97.1,1
4317,2000-11-17,91.61,1
4318,2000-12-09,95.51,1
4319,2000-12-14,90.19,1
4341,2000-01-24,91.51,1
4350,2000-03-24,94.26,1
4353,2000-01-03,94.37,1
4361,2000-06-11,92.49,1
4368,2000-05-02,90.16,1
4407,2000-02-28,99.81,1
4417,2000-04-01,94.28,1
4449,2000-03-06,94.7,1
4454,2000-06-16,93.7,1
4461,2000-04-07,99.62,1
4463,2000-12-06,98.79,1
4474,2000-09-12,92.31,1
4479,2000-11-23,93.63,1
4491,2000-06-30,98.13,1
4500,2000-01-19,92.31,1
4503,2000-09-08,98.07,1
4542,2000-04-27,91.42,1
4572,2000-08-09,92.09,1
4576,2000-09-13,91.93,1
4578,2000-12-31,91.69,1
4605,2000-08-06,96.4,1
4609,2000-03-13,96.14,1
4617,2000-06-29,90.85,1
4619,2000-09-24,91.27,1
4622,2000-04-07,94.82,1
4629,2000-05-19,94.74,1
4638,2000-11-28,98.57,1
4645,2000-09-14,94.17,1
4656,2000-05-26,90.2,1
4661,2000-12-11,91.08,1
4663,2000-02-03,91.31,1
4683,2000-05-03,97.25,1
4689,2000-03-12,96.34,1
4693,2000-07-26,95.63,1
4699,2000-04-14,92.44,1
4702,2000-06-15,96.56,1
4704,2000-08-19,96.45,1
4731,2000-11-07,98.89,1
4732,2000-05-18,93.57,1
4739,2000-02-01,93.08,1
4742,2000-02-01,98.16,1
4766,2000-04-22,91.96,1
4773,2000-12-01,93.22,1
4777,2000-05-04,90.54,1
4783,2000-08-10,92.32,1
4787,2000-09-19,95.11,1
4791,2000-03-06,99.86,1
4823,2000-08-20,93.32,1
4824,2000-10-01,95.71,1
4842,2000-01-18,98.64,1
4843,2000-10-13,96.42,1
4853,2000-10-31,95.43,1
4911,2000-06-02,98.06,1
4940,2000-04-18,92.31,1
4977,2000-08-13,99.9,1
4989,2000-12-01,97.24,1
4992,2000-02-08,92.63,1
5001,2000-07-07,94.95,1
5004,2000-02-10,91.25,1
5009,2000-07-02,97.57,1
5010,2000-05-14,90.87,1
5024,2000-09-11,90.09,1
5028,2000-12-03,96.42,1
5030,2000-08-04,92.22,1
5044,2000-09-09,92.59,1
5046,2000-05-22,91.71,1
5056,2000-06-19,98.81,1
5059,2000-03-03,96.43,1
5067,2000-08-28,90.49,1
5077,2000-01-05,96.16,1
5078,2000-10-09,99.08,1
5094,2000-03-18,93.38,1
5100,2000-11-15,90.9,1
5106,2000-08-07,93.03,1
5132,2000-09-06,93.74,1
5150,2000-05-28,95.74,1
5151,2000-07-26,97.62,1
5152,2000-03-03,93.16,1
5153,2000-02-21,91.42,1
5154,2000-02-23,98.62,1
5166,2000-08-05,94.67,1
5174,2000-09-12,92.82,1
5175,2000-07-15,91.2,1
5176,2000-12-09,97.37,1
5182,2000-01-03,95.42,1
5189,2000-03-29,97.83,1
5191,2000-12-01,95.25,1
5238,2000-10-11,96.96,1
5242,2000-11-04,96.41,1
5245,2000-02-07,97.15,1
5251,2000-08-21,99.51,1
5269,2000-08-14,95.32,1
5281,2000-10-28,99.4,1
5291,2000-08-01,98.97,1
5292,2000-03-11,99.81,1
5305,2000-03-07,91.89,1
5313,2000-03-09,91.24,1
5316,2000-06-10,93.03,1
5342,2000-12-06,98.03,1
5351,2000-09-27,93.86,1
5353,2000-04-28,97.47,1
5370,2000-07-19,95.84,1
5374,2000-01-18,92.63,1
5382,2000-11-30,90.39,1
5401,2000-11-13,95.27,1
5402,2000-02-27,92.54,1
5407,2000-12-10,95.69,1
5411,2000-07-04,93.36,1
5421,2000-02-20,90.56,1
5423,2000-11-22,93.04,1
5445,2000-01-19,94.43,1
5449,2000-01-01,92.85,1
5458,2000-04-06,99.57,1
5459,2000-03-09,94.75,1
5474,2000-03-16,95.7,1
5475,2000-03-02,96.49,1
5477,2000-08-17,98.58,1
5479,2000-02-22,95.98,1
5480,2000-05-13,94.66,1
5485,2000-03-28,90.09,1
5489,2000-12-22,94.9,1
5499,2000-07-09,95.49,1
5519,2000-11-15,93.49,1
5523,2000-09-14,91.0,1
5547,2000-04-22,93.01,1
5574,2000-04-07,98.59,1
5578,2000-05-27,90.13,1
5592,2000-10-26,92.26,1
5593,2000-02-24,97.59,1
5601,2000-11-01,90.51,1
5608,2000-04-26,92.1,1
5626,2000-03-13,96.19,1
5647,2000-10-25,98.55,1
5668,2000-11-15,92.48,1
5692,2000-10-19,92.88,1
5701,2000-06-05,94.66,1
5704,2000-05-15,96.42,1
5712,2000-05-17,93.47,1
5713,2000-07-18,93.09,1
5718,2000-08-07,90.91,1
5719,2000-09-28,98.89,1
5724,2000-11-30,93.32,1
5734,2000-07-11,96.2,1
5739,2000-09-09,97.41,1
5742,2000-07-13,96.28,1
5744,2000-04-21,96.11,1
5750,2000-10-10,91.43,1
5766,2000-06-02,94.24,1
5780,2000-07-24,90.73,1
5813,2000-04-06,96.0,1
5818,2000-03-16,93.9,1
5825,2000-11-07,93.51,1
5837,2000-01-29,98.08,1
5845,2000-05-05,96.92,1
5848,2000-07-06,91.5,1
5854,2000-10-20,98.14,1
5856,2000-02-05,93.99,1
5871,2000-05-17,97.64,1
5881,2000-01-15,92.71,1
5887,2000-07-05,97.5,1
5889,2000-11-10,97.6,1
5910,2000-09-03,97.0,1
5923,2000-04-22,95.18,1
5928,2000-09-21,91.22,1
5933,2000-07-07,91.79,1
5935,2000-01-19,96.06,1
5942,2000-04-14,91.26,1
5967,2000-01-28,90.48,1
5970,2000-11-13,96.78,1
5975,2000-07-09,90.91,1
5990,2000-10-25,99.46,1
6008,2000-05-11,92.51,1
6009,2000-07-16,93.05,1
6019,2000-11-25,95.8,1
6021,2000-07-11,95.91,1
6030,2000-02-24,97.45,1
6032,2000-09-15,95.16,1
6052,2000-03-07,97.63,1
6061,2000-11-16,94.23,1
6070,2000-09-20,96.37,1
6085,2000-01-09,96.79,1
6086,2000-10-08,94.66,1
6091,2000-01-15,92.71,1
6096,2000-03-14,97.9,1
6109,2000-07-08,95.52,1
6122,2000-12-03,94.08,1
6141,2000-08-22,91.91,1
6150,2000-08-27,97.09,1
6167,2000-10-16,97.34,1
6170,2000-04-05,90.24,1
6171,2000-09-21,91.88,1
6182,2000-01-20,90.29,1
6187,2000-02-19,93.68,1
6191,2000-08-06,91.14,1
6195,2000-02-03,90.23,1
6213,2000-07-27,93.06,1
6214,2000-12-09,90.96,1
6215,2000-09-22,90.69,1
6219,2000-03-17,94.43,1
6227,2000-05-15,96.73,1
6246,2000-01-02,99.13,1
6253,2000-10-26,92.15,1
6254,2000-02-23,96.38,1
6257,2000-08-07,93.44,1
6259,2000-02-13,95.63,1
6272,2000-06-11,90.3,1
6286,2000-09-04,93.56,1
6302,2000-09-28,95.58,1
6316,2000-05-25,90.44,1
6317,2000-04-28,91.0,1
6323,2000-03-24,96.25,1
6327,2000-02-21,91.86,1
6343,2000-05-21,90.81,1
6348,2000-09-07,96.27,1
6349,2000-10-03,90.41,1
6357,2000-05-12,90.83,1
6374,2000-07-31,96.59,1
6383,2000-04-06,92.05,1
6407,2000-09-24,97.4,1
6437,2000-08-07,95.44,1
6438,2000-12-18,96.58,1
6454,2000-05-22,90.59,1
6478,2000-09-22,95.18,1
6497,2000-08-21,99.19,1
6503,2000-01-07,91.09,1
6506,2000-12-19,95.26,1
6519,2000-06-03,90.53,1
6562,2000-07-10,94.69,1
6563,2000-02-29,97.89,1
6567,2000-10-24,92.04,1
6590,2000-03-07,96.8,1
6594,2000-04-26,92.69,1
6651,2000-04-18,91.95,1
6657,2000-01-18,97.18,1
6665,2000-02-05,97.73,1
6674,2000-06-08,94.83,1
6683,2000-06-19,98.37,1
6689,2000-06-08,93.79,1
6691,2000-03-22,90.57,1
6698,2000-11-24,90.03,1
6718,2000-02-02,93.77,1
6726,2000-09-13,91.3,1
6747,2000-01-05,93.91,1
6752,2000-04-22,90.94,1
6762,2000-10-02,98.83,1
6769,2000-05-06,94.43,1
6773,2000-01-29,93.49,1
6827,2000-04-16,95.88,1
6829,2000-10-23,91.96,1
6842,2000-05-29,92.42,1
6855,2000-12-06,98.01,1
6861,2000-12-07,96.71,1
6870,2000-06-19,96.6,1
6876,2000-08-23,98.36,1
6877,2000-12-24,95.9,1
6881,2000-09-07,97.76,1
6884,2000-01-05,97.12,1
6902,2000-12-11,91.0,1
6908,2000-10-28,94.47,1
6910,2000-03-21,92.62,1
6920,2000-11-28,93.52,1
6921,2000-12-11,92.22,1
6930,2000-08-25,96.2,1
6932,2000-06-08,97.72,1
6933,2000-07-29,94.94,1
6955,2000-08-19,93.29,1
6973,2000-05-28,95.33,1
6985,2000-09-10,99.67,1
6992,2000-09-08,93.38,1
6999,2000-09-03,92.83,1
7015,2000-12-30,99.95,1
7031,2000-09-05,94.28,1
7034,2000-11-30,90.26,1
7041,2000-06-11,96.54,1
7056,2000-10-17,94.56,1
7058,2000-04-27,99.95,1
7084,2000-04-06,92.26,1
7088,2000-05-15,91.12,1
7091,2000-08-22,97.37,1
7115,2000-01-05,94.88,1
7120,2000-06-22,98.77,1
7128,2000-07-07,94.92,1
7144,2000-12-07,97.26,1
7175,2000-07-19,98.26,1
7190,2000-05-01,91.84,1
7192,2000-04-28,95.76,1
7231,2000-10-12,96.1,1
7247,2000-04-10,98.92,1
7255,2000-05-08,95.01,1
7259,2000-06-26,96.66,1
7260,2000-05-18,99.26,1
7282,2000-02-08,98.07,1
7317,2000-01-08,99.85,1
7323,2000-11-23,94.45,1
7328,2000-08-11,91.65,1
7329,2000-09-29,97.87,1
7339,2000-12-02,92.77,1
7343,2000-10-21,98.97,1
7347,2000-12-13,97.53,1
7349,2000-11-26,94.38,1
7360,2000-12-19,98.42,1
7367,2000-11-28,93.15,1
7374,2000-03-13,96.28,1
7386,2000-05-03,99.94,1
7387,2000-12-24,91.48,1
7390,2000-06-23,99.54,1
7400,2000-05-10,98.0,1
7414,2000-06-21,98.4,1
7434,2000-03-29,92.69,1
7439,2000-06-26,96.68,1
7440,2000-05-15,95.68,1
7447,2000-10-04,99.21,1
7474,2000-01-19,95.09,1
7496,2000-07-05,98.9,1
7510,2000-10-27,90.8,1
7517,2000-04-03,93.95,1
7532,2000-09-15,90.71,1
7534,2000-05-19,95.03,1
7563,2000-03-02,93.73,1
7569,2000-05-04,93.68,1
7571,2000-06-27,96.63,1
7572,2000-05-11,90.79,1
7587,2000-11-24,95.07,1
7606,2000-04-21,94.34,1
7623,2000-11-29,98.46,1
7624,2000-03-06,94.49,1
7630,2000-11-27,92.94,1
7634,2000-12-05,95.38,1
7644,2000-09-28,98.17,1
7650,2000-03-31,93.11,1
7672,2000-04-02,99.74,1
7675,2000-11-14,94.81,1
7689,2000-06-12,90.13,1
7698,2000-06-11,98.35,1
7699,2000-07-31,96.42,1
7705,2000-04-21,93.99,1
7711,2000-10-08,91.67,1
7723,2000-08-13,90.69,1
7737,2000-05-23,98.97,1
7741,2000-08-10,91.64,1
7746,2000-09-16,95.32,1
7764,2000-08-07,93.9,1
7766,2000-08-02,98.13,1
7778,2000-12-25,91.78,1
7795,2000-06-06,99.24,1
7800,2000-12-24,95.83,1
7805,2000-06-20,90.58,1
7807,2000-02-14,91.65,1
7809,2000-12-28,97.85,1
7826,2000-06-19,95.85,1
7834,2000-03-27,91.87,1
7846,2000-07-04,92.01,1
7850,2000-08-21,92.6,1
7854,2000-12-27,90.37,1
7874,2000-05-30,92.88,1
7886,2000-02-11,93.86,1
7887,2000-05-08,94.09,1
7898,2000-11-09,96.05,1
7901,2000-04-04,97.49,1
7909,2000-09-04,91.0,1
7914,2000-08-12,93.3,1
7917,2000-11-29,99.5,1
7920,2000-08-31,97.8,1
7922,2000-11-21,92.29,1
7923,2000-12-08,92.79,1
7927,2000-08-11,94.9,1
7938,2000-09-27,94.58,1
7954,2000-12-22,98.51,1
7956,2000-03-16,90.98,1
7957,2000-12-05,91.8,1
7970,2000-07-02,91.52,1
7972,2000-10-01,98.27,1
7974,2000-10-17,91.68,1
7992,2000-02-21,93.97,1
7994,2000-12-02,96.49,1
7999,2000-11-28,92.02,1
8006,2000-09-10,95.9,1
8022,2000-09-26,91.38,1
8035,2000-08-01,98.12,1
8043,2000-08-06,93.62,1
8048,2000-11-16,94.43,1
8053,2000-11-24,94.99,1
8087,2000-04-16,99.08,1
8102,2000-10-24,94.42,1
8133,2000-10-23,99.71,1
8135,2000-01-14,97.69,1
8136,2000-10-10,95.31,1
8155,2000-12-11,99.46,1
8179,2000-04-20,91.43,1
8185,2000-05-19,97.14,1
8203,2000-05-14,98.28,1
8209,2000-04-05,97.4,1
8215,2000-09-13,95.32,1
8221,2000-03-22,98.47,1
8234,2000-02-18,97.37,1
8262,2000-09-08,93.03,1
8266,2000-03-22,97.11,1
8273,2000-08-30,93.56,1
8275,2000-12-13,96.73,1
8276,2000-12-22,98.46,1
8280,2000-05-25,95.41,1
8282,2000-05-27,93.26,1
8289,2000-06-22,92.88,1
8297,2000-01-03,99.77,1
8315,2000-04-23,90.29,1
8343,2000-06-29,96.9,1
8376,2000-02-06,98.97,1
8383,2000-07-10,95.9,1
8403,2000-04-16,96.92,1
8404,2000-12-20,95.06,1
8410,2000-01-27,99.75,1
8413,2000-12-20,98.75,1
8415,2000-09-03,92.79,1
8418,2000-07-23,92.29,1
8429,2000-10-23,93.75,1
8439,2000-01-19,98.85,1
8440,2000-10-15,99.17,1
8441,2000-08-01,94.61,1
8457,2000-01-28,98.03,1
8492,2000-06-16,97.34,1
8508,2000-03-18,93.66,1
8535,2000-04-26,92.71,1
8583,2000-07-07,96.02,1
8593,2000-10-17,92.68,1
8604,2000-12-04,96.57,1
8608,2000-02-17,94.8,1
8609,2000-05-07,90.05,1
8613,2000-05-26,93.19,1
8625,2000-06-20,90.44,1
8641,2000-11-06,94.44,1
8670,2000-01-16,94.13,1
8684,2000-08-27,96.66,1
8688,2000-12-06,98.88,1
8710,2000-03-03,93.43,1
8711,2000-02-27,98.59,1
8719,2000-05-27,97.72,1
8761,2000-12-27,93.71,1
8765,2000-07-01,97.34,1
8766,2000-05-15,93.47,1
8767,2000-07-23,99.93,1
8769,2000-12-04,91.89,1
8780,2000-11-01,90.01,1
8784,2000-10-12,98.13,1
8802,2000-04-04,95.38,1
8813,2000-02-10,98.8,1
8829,2000-09-21,91.09,1
8836,2000-08-10,98.79,1
8839,2000-05-21,92.07,1
8860,2000-11-06,94.15,1
8861,2000-02-26,95.1,1
8870,2000-05-06,96.0,1
8871,2000-10-04,91.6,1
8881,2000-01-04,92.53,1
8893,2000-03-10,94.77,1
8894,2000-03-01,98.78,1
8897,2000-07-29,96.92,1
8901,2000-04-17,99.35,1
8940,2000-08-20,92.47,1
8950,2000-06-09,91.95,1
8953,2000-03-26,98.02,1
8956,2000-01-19,90.89,1
8968,2000-05-23,99.36,1
8969,2000-10-14,95.75,1
8982,2000-06-19,94.24,1
9001,2000-06-25,97.68,1
9004,2000-06-27,90.08,1
9020,2000-11-16,94.43,1
9022,2000-10-05,99.79,1
9030,2000-06-06,97.86,1
9041,2000-01-13,92.43,1
9044,2000-12-24,91.46,1
9046,2000-01-11,99.65,1
9061,2000-10-30,93.94,1
9080,2000-03-09,97.34,1
